channel,video_id,title,duration,metadata_line,url,description,duration_seconds,upload_date,view_count,like_count,categories,tags,focus,duration_mins,duration_bucket,duration_category,upload_year,upload_year_display,views_category_order,views_category
Yoga With Adriene,WTcg6LwyOi4,Revolution - Day 16 - Sweet Practice,34:31:00,779k views,https://www.youtube.com/watch?v=WTcg6LwyOi4,"Your Day 16 Yoga Practice is a sweet practice for the entire body with a focus on cultivating stability in the joints and promoting healthy digestion. Tap into the power of your breath and continue to explore action and alignment. Become absorbed with the sound of your breath and let sensation take over shape as you continue to build strength.

This practice should feel like a big HUG. You are supported. Create space and feel the sweet power mindfulness and of love. Keep showing up.

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2071.0,2017-01-16,779685.0,8792.0,Howto & Style,yoga | yoga with adriene | 30 days of yoga | yoga practice | adriene mishler | yoga at home | yoga workout | yoga with adrienne | yoga (sport) | yoga revolution | hatha yoga | yoga for wellness | yoga for happiness | 30 day yoga challenge | adriene yoga | fitness | free yoga | online yoga | online yoga class | yoga camp,Core | Strength | Relaxation | Flow,34.516666666666666,35,35 min,2017,2017,2,500k–1M
Yoga With Adriene,QtWUYGfbwtM,Revolution - Day 15 - Fearless Practice,31:11:00,800k views,https://www.youtube.com/watch?v=QtWUYGfbwtM,"Your Day 15 Yoga practice asks you to check in with body and breath as a way of cultivating more and more awareness. Regular practice is more effective than an intense hot yoga every once in a while. Integrate. Take your time. Check-in. The journey continues! The vocabulary grows. Move fearlessly through this practice by simply listening to your body.

Check your habits and move with intention as a way of moving forward with grace. You got this.

Namaste!

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1871.0,2017-01-15,800025.0,9044.0,Howto & Style,yoga | yoga with adriene | yoga (sport) | yoga revolution | adriene mishler | yoga practice | 30 days of yoga | yoga at home | hatha yoga | yoga for strength | yoga workout | fitness | yoga with adrienne | adriene yoga | yoga fit | online yoga | yoga for wellness | power yoga | yoga camp | austin yoga instructor | 30 day yoga challenge,Relaxation | Flow,31.183333333333334,30,30 min,2017,2017,2,500k–1M
Yoga With Adriene,wxS4BnKdRB4,Revolution - Day 14 - Forgiveness Practice - Yoga With Adriene,31:05:00,852k views,https://www.youtube.com/watch?v=wxS4BnKdRB4,"Your Day 14 Yoga practice is a treat of self-care, stretching sore muscles, and Find What Feels Good. We begin today's practice with some self-massage and the art of noticing. Less is more. This practice continues to invite you to unite with the breath and use that as a tool for self-love. Yoga philosophy continues to integrate into the asana practice.

Get unstuck. Yoga for the spine and soul. This practice is sure to feel like a wash of love.

Because you are worth it.

Share your experience down below!

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1865.0,2017-01-14,852058.0,9838.0,Howto & Style,yoga | yoga for strength | yoga practice | yoga with adriene | 30 days of yoga | adriene mishler | yoga at home | yoga (sport) | hatha yoga | meditation | yoga workout | free yoga | yogi | pranayama | yoga revolution | yoga with adrienne,Spine | Flexibility | Relaxation | Flow,31.08333333333333,30,30 min,2017,2017,2,500k–1M
Yoga With Adriene,Z27ymrwnRuI,Revolution - Day 13 - Practice Opening,29:51:00,886k views,https://www.youtube.com/watch?v=Z27ymrwnRuI,"Your Day 13 yoga practice is perfect for when you need to hit the refresh button and gain a fresh perspective. This refreshing practice eases in and invites you to connect to breath and open up to the present moment. Feel it out. Open the hips, open the shoulders, and relieve stress energy from the body. Open your mind to a new experience! Open your heart. Let go of what you are gripping on to so that you can find an opening, a new way of moving.

Move from a place of connect.

The journey continues!

Let me know how it is going down below! Subscribe to the channel if you haven't already!

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1791.0,2017-01-13,886066.0,10257.0,Howto & Style,yoga | practice | yoga with adriene | yoga practice | adriene mishler | yoga at home | yoga (sport) | yoga workout | 30 days of yoga | yoga for strength | yoga with adrienne | yoga revolution | adriene yoga | yoga adrienne | austin yoga instructor | 30 day yoga challenge,Shoulders | Hips | Glutes | Relaxation | Flow,29.85,30,30 min,2017,2017,2,500k–1M
Yoga With Adriene,n4tQ6eN3k5E,Revolution - Day 12 - In Sync Practice - Yoga With Adriene,31:19:00,851k views,https://www.youtube.com/watch?v=n4tQ6eN3k5E,"Your Day 12 Yoga practice guides you to evolve your relationship and commitment to pranayama, or breath. By committing to your breath in yoga practice you are committing to your total wellbeing. The result is a clear mind and a calm nervous system. This is also a swift practice so, in addition, we continue to gain strength, trim, tone and condition. All guided by the rhythm of your breath, your heart.

The last few days have prepared you for today's practice which uses Sun Salutations to inspire synchronicity. Stick with it! You are doing great!

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1879.0,2017-01-12,851501.0,9170.0,Howto & Style,yoga | yoga with adriene | yoga at home | yoga practice | adriene mishler | 30 days of yoga | yoga for strength | yoga (sport) | yoga workout | free yoga | yogi | hatha yoga | yoga revolution | online yoga class | yoga for weight loss | yoga for wellness | yoga camp | yoga adrienne | 30 day yoga challenge,Hips | Strength | Relaxation | Flow,31.316666666666663,30,30 min,2017,2017,2,500k–1M
Yoga With Adriene,Q1oJy3pWTyA,Revolution - Day 11 - Align Practice - Yoga With Adriene,28:58:00,934k views,https://www.youtube.com/watch?v=Q1oJy3pWTyA,"Your Day 11 Yoga practice is supportive and designed to help you align or re-align with what serves. We are creatures of habit and we are wired well. 

Use this Day 11 alignment-based yoga practice to explore moving the body as a whole. Focus on alignment and use this holistic and fun approach as an opportunity to align or re-align with why you started this journey.

Great for committing to noticing patterns, habits, and addictions and welcoming shifts that serve. Pranayama, or breath practice, continues in this therapeutic and mindful session. ENJOY!

Namaste!

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1738.0,2017-01-11,934150.0,10272.0,Howto & Style,yoga | adriene mishler | yoga (sport) | yoga for strength | yoga with adriene | yoga workout | 30 days of yoga | yoga practice | yoga revolution | yoga for weight loss | free yoga | online yoga class | yoga fit | adriene yoga | alignment | yoga camp | yoga adrienne | online yoga | yogi | yoga for all levels | yoga for arms | yoga for legs,Relaxation | Flow,28.966666666666665,30,30 min,2017,2017,2,500k–1M
Yoga With Adriene,ZA89vRR7rjA,Revolution - Day 10 - Thoughtful Practice,27:06:00,919k views,https://www.youtube.com/watch?v=ZA89vRR7rjA,"Your Day 10 yoga practice is soft and sweet. A therapeutic practice that focuses on the power of subtle movements and the energetic body. Bring a thoughtfulness to the mat as you balance stability and ease. Relax and notice. Thoughtfulness is found in the little things today. Focus on the way in which you approach your actions on the mat and your practice will grow. Focus the way you move on the mat and you will focus the way you move in the world.

Relax the body and welcome clarity. This practice offers tools for making decisions that serve.

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1626.0,2017-01-10,919775.0,10118.0,Howto & Style,,Strength | Relaxation | Flow,27.1,25,25 min,2017,2017,2,500k–1M
Yoga With Adriene,Q7nGb0t-jgU,Revolution - Day 9 - Empower Practice,31:59:00,1.1m views,https://www.youtube.com/watch?v=Q7nGb0t-jgU,"Your Day 9 yoga practice invites you to get fierce and feel fine! Get strong in a way that feels good. We go deeper. This strong practice gets the heart rate up, tones the muscles, and increases blood flow.  Connect to your inner wisdom AND get a good workout.

Remember it's not about the poses. It's all about the process. You are your own best teacher. Breathe deep, meet your edge, modify as needed, and do your best.

Namaste!

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1919.0,2017-01-09,1125287.0,12204.0,Howto & Style,yoga | yoga with adriene | yoga for strength | adriene mishler | yoga at home | yoga practice | 30 days of yoga | yoga (sport) | yoga workout | yoga revolution | yoga for weight loss | power yoga | adriene yoga | yoga fit | free yoga | austin yoga instructor,Strength | Relaxation | Flow,31.98333333333333,30,30 min,2017,2017,3,1M–2.5M
Yoga With Adriene,_LBBKXRgpBg,Revolution - Day 8 - Practice Serenity,31:03:00,1.1m views,https://www.youtube.com/watch?v=_LBBKXRgpBg,"Your Day 8 yoga practice is soft and sweet. This Yin-like sequence is yummy and restorative. REVOLUTION continues to marry yoga and yoga philosophy in the modern world. This is more than just a rest day. It's an opportunity to blanket yourself in love. Notice agitation and use the practice to welcome inner peace. Serenity now!

Day 8, don't hate, meditate - feel great! Grab a blankie and a pillow for this practice and put on something extra comfy!

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1863.0,2017-01-08,1105147.0,12624.0,Howto & Style,,Relaxation | Flow,31.05,30,30 min,2017,2017,3,1M–2.5M
Yoga With Adriene,EAtrz_N10Ws,Revolution - Day 7 - Stability Practice,30:40:00,1.2m views,https://www.youtube.com/watch?v=EAtrz_N10Ws,"Your Day 7 Yoga practice is hands-free! We cultivate good space with Sukha in week one, this week we establish Sthira, or stability. Use this practice to reset, stretch, and ground. Re-connect, restore tired muscles, and improve your posture.

Stability practice lays the foundation for an amazing week. Stay present. Smile. YOU ARE DOING GREAT!

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1840.0,2017-01-07,1240555.0,14550.0,Howto & Style,yoga | yoga for stability | yoga with adriene | adriene mishler | yoga practice | yoga at home | yoga for strength | hatha yoga | 30 days of yoga | yoga workout | yogi | fitness | yoga with adrienne | yoga (sport),Posture | Strength | Flexibility | Flow,30.666666666666668,30,30 min,2017,2017,3,1M–2.5M
Yoga With Adriene,swJkeyEzEPI,Revolution - Day 6 - Attention (and Abs) Practice,36:26:00,1.2m views,https://www.youtube.com/watch?v=swJkeyEzEPI&pp=0gcJCYcKAYcqIYzv,"Your Day 6 practice asks you to befriend your body. Our modern cultures have trained our minds to think of the body in a very distorted way. The language we use to shape the way we think about the body needs to be tended to. So it is with great irony and fun humor that I include ABS into Day 6 routine. It's okay to want that strong pack. (Pass me a cold one?) But pay attention! Pay attention to what actually feels good and move from there. We are no doubt getting stronger. Ripped. But it's only a by-product of the deep relationship we are cultivating with ourselves. Hot prana bodies unite!

Surprise yourself.

Namaste.

PS: I changed the title of this puppy to Attention instead of Awareness so that you could consider what it actually is that you are prioritizing when you take time for yourself. What are you paying attention to first? Your flat tummy? Or the smiling of your amazing, unique, brilliant, and fierce soul?

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2186.0,2017-01-06,1299693.0,12532.0,Howto & Style,yoga for abs | abs | abdominals | ab workout | yoga | yoga with adriene | yoga practice | adriene mishler | yoga (sport) | yoga workout | yoga with adrienne | yoga at home | 30 days of yoga | fitness | online yoga | workout | exercise | yoga for wellness | hatha yoga | free yoga | 6 pack abs | free workouts,Hips | Core | Strength | Flow,36.43333333333333,35,35 min,2017,2017,3,1M–2.5M
Yoga With Adriene,krwiYksVvIc,Revolution - Day 5 - Practice Rhythm,31:44:00,1.3m views,https://www.youtube.com/watch?v=krwiYksVvIc,"Your Day 5 yoga practice magnifies the fact that - you are alive! This yoga session asks you to have some fun, get into a groove, and cultivate a listening that is in the moment. Don't decide where it ends. Don't sell yourself short. Practice getting in tune with your natural rhythm! Move with strength and grace on the mat to build muscles and memory to live with strength and grace off the mat.

Feel the rhythm…

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1904.0,2017-01-05,1357547.0,14175.0,Howto & Style,yoga | yoga revolution | yoga with adriene | yoga for beginners | yoga practice | yoga workout | yoga with adrienne | online yoga | 30 days of yoga | yoga for weight loss | yoga fit | online yoga class | free yoga | 30 day yoga challenge | adriene mishler | adriene yoga | yoga adrienne,Strength | Flow,31.73333333333333,30,30 min,2017,2017,3,1M–2.5M
Yoga With Adriene,f9kPg-Ai4vI,Revolution - Day 4 - PRANA Practice - Yoga With Adriene,33:20:00,1.5m views,https://www.youtube.com/watch?v=f9kPg-Ai4vI,"Your Day 4 yoga practice is an invitation right to the good stuff. Prana practice guides to you create a healthy flow of energy in the body. Cultivating healthy energy flow, or prana, is a must for those seeking total mind and body health. It is also a process that goes way beyond the yoga mat. Today's practice is low to the ground and vital if you are interested in living your full potential.

Dig in and use this time to connect and gain a closer relationship to the energetic body. Get close and Find What Feels Good.

You're doing great!

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",2000.0,2017-01-04,1526884.0,16785.0,Howto & Style,prana | yoga | yoga with adriene | yoga workout | adriene mishler | yoga practice | hatha yoga | 30 days of yoga | yoga at home | yoga for strength | yoga for flexibility | yoga (sport) | yoga with adrienne | online yoga | yoga for weight loss | yoga for wellness | online yoga class | yoga fit | yoga for happiness | 31 days of yoga | yoga revolution,Hips | Flow,33.333333333333336,35,35 min,2017,2017,3,1M–2.5M
Yoga With Adriene,1Hdh2BflUvw,Revolution - Day 3 - Honor Practice,29:54:00,1.6m views,https://www.youtube.com/watch?v=1Hdh2BflUvw&pp=0gcJCYcKAYcqIYzv,"Your Day 3 yoga practice invites you to accept and honor who you are and where you are each time you hit the yoga mat. You are going to meet resistance, perhaps you already have. So today, instead of turning off, away, or giving up - we not only accept where we are but practice honoring it.

Today's practice is alignment-based, detoxifying, strengthening, and therapeutic. We continue to learn our Revolution vocabulary! Honor this time for yourself, your body, your breath. Honor this commitment and your ritual of showing up.

You got this!

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1794.0,2017-01-03,1634883.0,15662.0,Howto & Style,yoga revolution | 30 days of yoga | yoga | yoga with adriene | adriene mishler | yoga workout | yoga practice | yoga at home | yoga (sport) | yoga with adrienne | yoga for health | yoga for wellness | yoga for energy,Strength | Relaxation | Flow,29.9,30,30 min,2017,2017,3,1M–2.5M
Yoga With Adriene,f2zEnQTlI7M,Revolution - Day 2 - Practice Intention - Yoga With Adriene,31:01:00,2m views,https://www.youtube.com/watch?v=f2zEnQTlI7M,"Your Day 2 yoga practice invites you to focus on what it feels like to move with breath and intention. This practice blends yoga philosophy with your workout and continues to lay the foundation for beginners and beginner's mind to grow from. Stay present, listen to your body every step of the way. Move from a place of connect and see what unfolds!

When we practice moving with intention on the mat it becomes easier for us to move from a place of connect and move with intention and awareness off the mat. It's all connected baby - so sink your teeth in.

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1861.0,2017-01-02,2012725.0,19381.0,Howto & Style,yoga | yoga revolution | yoga with adriene | adriene mishler | yoga at home | yoga practice | 30 days of yoga | yoga for happiness | yoga workout | hatha yoga | yoga for beginners | yoga with adrienne | yoga (sport) | fitness | adriene yoga | yoga for wellness | adriene revolution day 2 | power yoga | yoga camp,Relaxation | Flow,31.016666666666666,30,30 min,2017,2017,3,1M–2.5M
Yoga With Adriene,ioO8K653kMA,Revolution - Day 1 - Practice Ease - Yoga With Adriene,23:56,2.9m views,https://www.youtube.com/watch?v=ioO8K653kMA,"Your Day 1 yoga practice is about setting the tone for your journey by establishing ease. We clear the slate and start fresh welcoming soft stretching, gentle core awakening, and a beginner's mind. Move with ease and set yourself up for a smooth ride in this low to the ground yoga practice.

Practice Ease and implement Sukha into your training. Tend to that ""good space"" on your mat. Open your mind and your heart! Starting off nice and slow. Stay committed - this story is full of twists and turns. You will want to make it to the last 7 days. Let's do it.

We're off!

Namaste.

- - - - - - - - - - 

🩶 REVOLUTION - DOWNLOADABLE COLLECTION 🩶 
https://ywa.co/revolution
Based on requests from the community, we are excited to announce a downloadable version of REVOLUTION. It is offered on a donation basis, so just pay what feels good! Perfect for those that might be traveling or in areas with inconsistent internet. Download the videos and take them with you! 

- - - - - - - - - - 

❤️ WELCOME to the Yoga With Adriene YouTube channel! Our mission is to connect as many people as possible through high-quality free yoga videos. We welcome all levels, all bodies, all genders, all souls! SUBSCRIBE  to the channel and join our global movement! ❤️
https://www.youtube.com/user/yogawithadriene?sub_confirmation=1

- - - - - - - - - - 

Yoga With Adriene, LLC recommends that you consult your physician regarding the applicability of any recommendations and follow all safety instructions before beginning any exercise program. When participating in any exercise or exercise program, there is the possibility of physical injury. If you engage in this exercise or exercise program, you agree that you do so at your own risk, are voluntarily participating in these activities, assume all risk of injury to yourself.",1436.0,2017-01-01,2984392.0,35070.0,Howto & Style,yoga revolution | yoga | yoga with adriene | 30 days of yoga | adriene mishler | yoga practice | yoga for strength | yoga at home | yoga (sport) | free yoga | yogi | yoga workout | yoga for beginners | hatha yoga | yoga for wellness | fitness | online yoga | yoga with adrienne,Core | Strength | Flexibility | Relaxation | Flow,23.933333333333334,25,25 min,2017,2017,4,2.5M–10M
